"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","view_history","rt","stimulus","response","phase","question_order"
"true","false","[]","[]","[]","preload","0","107","0.0-0.0","52","1","2025-01-29 23:05:34","af8d355d56820e421d246a7037deb6e6","108.234.90.222","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","5a8cba1a8fe2dc00010643f0","67949641171f97c04e14fb34","679ab429ebcf47617fe24215","","","","","",""
"","","","","","instructions","1","8873","0.0-1.0","52","1","2025-01-29 23:05:34","af8d355d56820e421d246a7037deb6e6","108.234.90.222","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","5a8cba1a8fe2dc00010643f0","67949641171f97c04e14fb34","679ab429ebcf47617fe24215","[{""page_index"":0,""viewing_time"":8766}]","8766","","","",""
"","","","","","html-keyboard-response","2","9380","0.0-2.0","52","1","2025-01-29 23:05:34","af8d355d56820e421d246a7037deb6e6","108.234.90.222","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","5a8cba1a8fe2dc00010643f0","67949641171f97c04e14fb34","679ab429ebcf47617fe24215","","null","<p> + <p/>","null","",""
"","","","","","instructions","3","275337","0.0-3.0","52","1","2025-01-29 23:05:34","af8d355d56820e421d246a7037deb6e6","108.234.90.222","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","5a8cba1a8fe2dc00010643f0","67949641171f97c04e14fb34","679ab429ebcf47617fe24215","[{""page_index"":0,""viewing_time"":2757},{""page_index"":1,""viewing_time"":11239},{""page_index"":2,""viewing_time"":5720},{""page_index"":3,""viewing_time"":3672},{""page_index"":4,""viewing_time"":242569}]","265957","","","",""
"","","","","","html-button-response","4","327314","0.0-4.0-0.0-0.0","52","1","2025-01-29 23:05:34","af8d355d56820e421d246a7037deb6e6","108.234.90.222","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","5a8cba1a8fe2dc00010643f0","67949641171f97c04e14fb34","679ab429ebcf47617fe24215","","51974","","0","Intro Trial",""
"","","","","","html-button-response","5","327714","0.0-4.1-0.1-0.1","52","1","2025-01-29 23:05:34","af8d355d56820e421d246a7037deb6e6","108.234.90.222","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","5a8cba1a8fe2dc00010643f0","67949641171f97c04e14fb34","679ab429ebcf47617fe24215","","398","","1","Intro Trial",""
"","","","","","html-button-response","6","337162","0.0-4.2-0.2-0.2","52","1","2025-01-29 23:05:34","af8d355d56820e421d246a7037deb6e6","108.234.90.222","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","5a8cba1a8fe2dc00010643f0","67949641171f97c04e14fb34","679ab429ebcf47617fe24215","","9446","","3","Intro Trial",""
"","","","","","html-button-response","7","337610","0.0-4.3-0.3-0.3","52","1","2025-01-29 23:05:34","af8d355d56820e421d246a7037deb6e6","108.234.90.222","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","5a8cba1a8fe2dc00010643f0","67949641171f97c04e14fb34","679ab429ebcf47617fe24215","","448","","2","Intro Trial",""
"","","","","","html-button-response","8","338601","0.0-4.4-0.4-0.4","52","1","2025-01-29 23:05:34","af8d355d56820e421d246a7037deb6e6","108.234.90.222","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","5a8cba1a8fe2dc00010643f0","67949641171f97c04e14fb34","679ab429ebcf47617fe24215","","990","","1","Intro Trial",""
"","","","","","html-button-response","9","339017","0.0-4.5-0.5-0.5","52","1","2025-01-29 23:05:34","af8d355d56820e421d246a7037deb6e6","108.234.90.222","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","5a8cba1a8fe2dc00010643f0","67949641171f97c04e14fb34","679ab429ebcf47617fe24215","","416","","2","Intro Trial",""
"","","","","","html-button-response","10","340466","0.0-4.6-0.6-0.6","52","1","2025-01-29 23:05:34","af8d355d56820e421d246a7037deb6e6","108.234.90.222","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","5a8cba1a8fe2dc00010643f0","67949641171f97c04e14fb34","679ab429ebcf47617fe24215","","1446","","0","Intro Trial",""
"","","","","","html-button-response","11","340841","0.0-4.7-0.7-0.7","52","1","2025-01-29 23:05:34","af8d355d56820e421d246a7037deb6e6","108.234.90.222","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0","","Firefox","134.0","Windows","10.0","https://app.prolific.com/","en-US,en;q=0.5","5a8cba1a8fe2dc00010643f0","67949641171f97c04e14fb34","679ab429ebcf47617fe24215","","375","","1","Intro Trial",""
