"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","view_history","rt","stimulus","response","phase","question_order"
"","","","","","html-keyboard-response","10","8511","0.0-10.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img id='swapped' src='G_1.jpg' height='90'> <img id='swapped' src='G_7.jpg' height='90'> <img src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","11","8821","0.0-11.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img  src='G_7.jpg' height='90'> <img src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","12","9334","0.0-12.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img id='selected'  src='G_7.jpg' height='90'> <img src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","13","9847","0.0-13.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img id='selected'  src='G_7.jpg' height='90'> <img id='selected' src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","14","10362","0.0-14.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img id='selected'  src='G_7.jpg' height='90'> <img id='selected' src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","15","10674","0.0-15.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img   src='G_7.jpg' height='90'> <img  src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","16","11177","0.0-16.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img   src='G_7.jpg' height='90'> <img id='selected'  src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","17","11678","0.0-17.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img   src='G_7.jpg' height='90'> <img id='selected'  src='G_3.jpg' height='90'> <img id='selected' src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","18","12188","0.0-18.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img   src='G_7.jpg' height='90'> <img id='selected'  src='G_3.jpg' height='90'> <img id='selected' src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","19","12491","0.0-19.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img   src='G_7.jpg' height='90'> <img   src='G_3.jpg' height='90'> <img  src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","20","13001","0.0-20.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img   src='G_7.jpg' height='90'> <img   src='G_3.jpg' height='90'> <img id='selected'  src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","21","13517","0.0-21.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img   src='G_7.jpg' height='90'> <img   src='G_3.jpg' height='90'> <img id='selected'  src='G_9.jpg' height='90'> <img id='selected' src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","22","14034","0.0-22.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img   src='G_7.jpg' height='90'> <img   src='G_3.jpg' height='90'> <img id='selected'  src='G_9.jpg' height='90'> <img id='selected' src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","23","14339","0.0-23.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img   src='G_7.jpg' height='90'> <img   src='G_3.jpg' height='90'> <img   src='G_9.jpg' height='90'> <img  src='G_5.jpg' height='90'>","null","Animation0",""
"","","","","","html-keyboard-response","24","15263","0.0-24.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","922","[""Did you notice any patterns? <br><br>Press Enter to watch that example again and follow the steps of Omgne Sort.""]","enter","",""
"","","","","","html-button-response","25","15675","0.0-25.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img id='selected' src='G_7.jpg' height='90'> <img src='G_1.jpg' height='90'> <img src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Learning example 0",""
"","","","","","html-button-response","26","15981","0.0-26.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img id='selected' src='G_7.jpg' height='90'> <img id='selected' src='G_1.jpg' height='90'> <img src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Learning example 0",""
"","","","","","html-button-response","27","16287","0.0-27.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img id='swapped' src='G_1.jpg' height='90'> <img id='swapped' src='G_7.jpg' height='90'> <img src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Learning example 0",""
"","","","","","html-button-response","28","16680","0.0-28.0-0.0-0.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","388","<img id='swapped' src='G_1.jpg' height='90'> <img id='swapped' src='G_7.jpg' height='90'> <img src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","0","Learning example 0",""
"","","","","","html-button-response","29","16986","0.0-28.1-0.1-0.1","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","304","<img id='swapped' src='G_1.jpg' height='90'> <img id='swapped' src='G_7.jpg' height='90'> <img src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","1","Learning example 0",""
"","","","","","html-button-response","30","17188","0.0-29.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img  src='G_7.jpg' height='90'> <img src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Learning example 0",""
"","","","","","html-button-response","31","17597","0.0-30.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img id='selected'  src='G_7.jpg' height='90'> <img src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Learning example 0",""
"","","","","","html-button-response","32","17907","0.0-31.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img id='selected'  src='G_7.jpg' height='90'> <img id='selected' src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Learning example 0",""
"","","","","","html-button-response","33","18219","0.0-32.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img id='selected'  src='G_7.jpg' height='90'> <img id='selected' src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Learning example 0",""
"","","","","","html-button-response","34","18650","0.0-33.0-0.0-0.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","426","<img  src='G_1.jpg' height='90'> <img id='selected'  src='G_7.jpg' height='90'> <img id='selected' src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","1","Learning example 0",""
"","","","","","html-button-response","35","19004","0.0-33.1-0.1-0.1","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","353","<img  src='G_1.jpg' height='90'> <img id='selected'  src='G_7.jpg' height='90'> <img id='selected' src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","2","Learning example 0",""
"","","","","","html-button-response","36","19207","0.0-34.0","29","1","2025-01-25 08:13:13","af8d355d56820e421d246a7037deb6e6","73.231.147.146","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36","WebKit","Chrome","131.0.0.0","Windows","10.0","https://app.prolific.com/","en,zh-CN;q=0.9,zh;q=0.8,ja;q=0.7,zh-TW;q=0.6","6500b3922f1493c553f2037f","67949641171f97c04e14fb34","0eyrvjnk9si","","null","<img  src='G_1.jpg' height='90'> <img   src='G_7.jpg' height='90'> <img  src='G_3.jpg' height='90'> <img src='G_9.jpg' height='90'> <img src='G_5.jpg' height='90'>","null","Learning example 0",""
