"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language"
"true","false","[]","[]","[]","preload","0","178","0.0-0.0","49","1","2025-01-25 20:09:37","af8d355d56820e421d246a7037deb6e6","54.191.1.233","Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1","iPhone","Safari","15.4","iOS","14_4","null","null"
